Tube Coefficients,Value,a1,a2,a3
"C_x1,0",0.788781163434903,0.5,0.5,0.5
"C_x1,1",1.3373730378578024,0.0,0.0,0.0
"C_x1,2",-0.018236380424746075,0.0,0.0,0.0
"C_x2,0",0.788781163434903,,,
"C_x2,1",0.5526315789473685,,,
"C_x2,2",0.10249307479224377,,,
"C_x3,0",0.788781163434903,,,
"C_x3,1",1.1314635272391504,,,
"C_x3,2",-0.02191058787319175,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",284.02902325180787,0.5,0.5,0.5
"C_x1,1",-72.04315790669447,0.0,0.0,0.0
"C_x1,2",6.885700479086281,0.0,0.0,0.0
"C_x1,3",-0.2775437904448992,0.0,0.0,0.0
"C_x1,4",0.003990880177732072,0.0,0.0,0.0
"C_x2,0",-921.107041618348,,,
"C_x2,1",220.60622067044042,,,
"C_x2,2",-18.64866585800059,,,
"C_x2,3",0.6747614910171988,,,
"C_x2,4",-0.008900859204845894,,,
"C_x3,0",-467.5726193826417,,,
"C_x3,1",120.67181850257336,,,
"C_x3,2",-11.114883821861444,,,
"C_x3,3",0.44257471901671924,,,
"C_x3,4",-0.006438263306544977,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",-3191.010219771685,0.5,0.5,0.5
"C_x1,1",475.1002580098545,0.0,0.0,0.0
"C_x1,2",-26.15725160236517,0.0,0.0,0.0
"C_x1,3",0.6318392986707345,0.0,0.0,0.0
"C_x1,4",-0.005639033269871633,0.0,0.0,0.0
"C_x2,0",7099.165128371569,,,
"C_x2,1",-960.762910848208,,,
"C_x2,2",48.01676482926363,,,
"C_x2,3",-1.0484074443376452,,,
"C_x2,4",0.008443331673755383,,,
"C_x3,0",1366.0480691051446,,,
"C_x3,1",-132.6128823754034,,,
"C_x3,2",3.9906686326180654,,,
"C_x3,3",-0.027591710258252754,,,
"C_x3,4",-0.0002774962917498408,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",21342.839317858732,0.5,0.5,0.5
"C_x1,1",-2080.394551391071,0.0,0.0,0.0
"C_x1,2",75.99644963076912,0.0,0.0,0.0
"C_x1,3",-1.231251243414009,0.0,0.0,0.0
"C_x1,4",0.007457483513825745,0.0,0.0,0.0
"C_x2,0",36196.45794716408,,,
"C_x2,1",-3502.5189711138596,,,
"C_x2,2",126.61153740719163,,,
"C_x2,3",-2.025712984642624,,,
"C_x2,4",0.012101469830480093,,,
"C_x3,0",3509.3457851867165,,,
"C_x3,1",-245.53472282546045,,,
"C_x3,2",5.540646545408691,,,
"C_x3,3",-0.03606167865831771,,,
"C_x3,4",-9.394718837308047e-05,,,
