Tube Coefficients,Value,a1,a2,a3
"C_x1,0",1.2291666666666667,0.5,0.5,0.5
"C_x1,1",1.0,0.0,0.0,0.0
"C_x1,2",0.0,0.0,0.0,0.0
"C_x2,0",1.2291666666666667,,,
"C_x2,1",0.0,,,
"C_x2,2",0.16666666666666666,,,
"C_x3,0",1.2291666666666667,,,
"C_x3,1",0.5,,,
"C_x3,2",0.0,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",1.9148809523809525,0.5,0.5,0.5
"C_x1,1",0.7714285714285715,0.0,0.0,0.0
"C_x1,2",0.01904761904761905,0.0,0.0,0.0
"C_x2,0",-1.954941532826148,,,
"C_x2,1",1.0613693998309384,,,
"C_x2,2",0.07821921668075514,,,
"C_x3,0",-2.033928571428572,,,
"C_x3,1",1.587698412698413,,,
"C_x3,2",-0.09064153439153441,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",-93.21000906718926,0.5,0.5,0.5
"C_x1,1",21.169857448775627,0.0,0.0,0.0
"C_x1,2",-1.3989219851025105,0.0,0.0,0.0
"C_x1,3",0.03155750375522236,0.0,0.0,0.0
"C_x2,0",-352.9350206150098,,,
"C_x2,1",71.47187639438047,,,
"C_x2,2",-4.344780301532008,,,
"C_x2,3",0.0827349107466592,,,
"C_x3,0",371.82422763560163,,,
"C_x3,1",-79.67341395604187,,,
"C_x3,2",5.664165606085383,,,
"C_x3,3",-0.13160708102478183,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",-2026.6814940897639,0.5,0.5,0.5
"C_x1,1",301.99852671095266,0.0,0.0,0.0
"C_x1,2",-14.69959370846871,0.0,0.0,0.0
"C_x1,3",0.23525659097642213,0.0,0.0,0.0
"C_x2,0",2162.510400246014,,,
"C_x2,1",-310.96787883205997,,,
"C_x2,2",14.857364530470415,,,
"C_x2,3",-0.2349991002879568,,,
"C_x3,0",-46.81193001237234,,,
"C_x3,1",22.0169719733387,,,
"C_x3,2",-1.7585054448830695,,,
"C_x3,3",0.038686922993205544,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",-928.9593088573067,0.5,0.5,0.5
"C_x1,1",97.63032967266263,0.0,0.0,0.0
"C_x1,2",-3.386213670030251,0.0,0.0,0.0
"C_x1,3",0.03926466689843836,0.0,0.0,0.0
"C_x2,0",6608.595078610577,,,
"C_x2,1",-742.547459033758,,,
"C_x2,2",27.66563851412982,,,
"C_x2,3",-0.341027787217328,,,
"C_x3,0",-4545.618486272562,,,
"C_x3,1",508.43242217361734,,,
"C_x3,2",-18.861842147717798,,,
"C_x3,3",0.23228918661345344,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",3381.849898649363,0.5,0.5,0.5
"C_x1,1",-316.37510292635756,0.0,0.0,0.0
"C_x1,2",9.844784478215526,0.0,0.0,0.0
"C_x1,3",-0.10142216876664553,0.0,0.0,0.0
"C_x2,0",-5146.241432856596,,,
"C_x2,1",496.7583901445986,,,
"C_x2,2",-15.771963059536715,,,
"C_x2,3",0.16525008139068523,,,
"C_x3,0",-7762.398778622274,,,
"C_x3,1",710.0302174097706,,,
"C_x3,2",-21.5790941889623,,,
"C_x3,3",0.21800671522031165,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",3950.918118494875,0.5,0.5,0.5
"C_x1,1",-308.0808742224484,0.0,0.0,0.0
"C_x1,2",8.066706448726332,0.0,0.0,0.0
"C_x1,3",-0.07062808712587573,0.0,0.0,0.0
"C_x2,0",-4752.1864313904925,,,
"C_x2,1",351.9864659730821,,,
"C_x2,2",-8.641242738586966,,,
"C_x2,3",0.07043528228140919,,,
"C_x3,0",-12929.191569719123,,,
"C_x3,1",998.7837845742788,,,
"C_x3,2",-25.6607905335256,,,
"C_x3,3",0.2193257917748511,,,
Tube Coefficients,Value,a1,a2,a3
"C_x1,0",-174.3420663031912,0.5,0.5,0.5
"C_x1,1",366.4768952385704,0.0,0.0,0.0
"C_x1,2",-23.835525264376233,0.0,0.0,0.0
"C_x1,3",0.5240408912637387,0.0,0.0,0.0
"C_x1,4",-0.0038527107601711557,0.0,0.0,0.0
"C_x2,0",-96.9556504379012,,,
"C_x2,1",206.6319644459127,,,
"C_x2,2",-13.691327140220526,,,
"C_x2,3",0.3067818139407357,,,
"C_x2,4",-0.002298564728015224,,,
"C_x3,0",242.60782164780588,,,
"C_x3,1",-501.4729379716071,,,
"C_x3,2",32.764589351990686,,,
"C_x3,3",-0.7225216161830847,,,
"C_x3,4",0.005320636591202066,,,
