Tube Coefficients,Value,a1,a2
"C_x1,0",-1.0458333333333334,0.1,0.1
"C_x1,1",0.38333333333333336,0.0,0.0
"C_x2,0",-0.9541666666666667,,
"C_x2,1",0.019444444444444445,,
Tube Coefficients,Value,a1,a2
"C_x1,0",0.6416348509964999,0.1,0.1
"C_x1,1",-1.6670393481628143,0.0,0.0
"C_x1,2",0.8053965686693331,0.0,0.0
"C_x1,3",-0.12372016807475336,0.0,0.0
"C_x1,4",0.006038157030193929,0.0,0.0
"C_x2,0",43.70773102836086,,
"C_x2,1",-31.83462809549935,,
"C_x2,2",8.071440249870522,,
"C_x2,3",-0.85445012963502,,
"C_x2,4",0.032406862357267904,,
stlcg2 join at 4
time: 0.05459117889404297 + 0.10854673385620117 = 0.16313791275024414
