Tube Coefficients,Value,a1,a2
"C_x1,0",-1.0138888888888888,0.1,0.1
"C_x1,1",0.25555555555555554,0.0,0.0
"C_x2,0",-0.9861111111111112,,
"C_x2,1",0.027160493827160494,,
Tube Coefficients,Value,a1,a2
"C_x1,0",-2.255401234567901,0.1,0.1
"C_x1,1",0.7521604938271604,0.0,0.0
"C_x1,2",-0.04966049382716049,0.0,0.0
"C_x2,0",1.435956790123457,,
"C_x2,1",-0.9416666666666669,,
"C_x2,2",0.09688271604938273,,

NON CASCADED stlcg1
Time taken: 0.050282955169677734 + 0.06311917304992676 = 0.11340212821960449
